,R通道一阶矩,R通道二阶矩,R通道三阶矩,G通道一阶矩,G通道二阶矩,G通道三阶矩,B通道一阶矩,B通道二阶矩,B通道三阶矩,序号,类别
108,0.5452835294117646,0.008480080656185392,0.0011894855860363435,0.5134607843137254,0.005484792508912355,0.0007634510394283996,0.21391372549019616,0.011257768303450013,0.0015764702100236026,21,3
109,0.5532286274509802,0.008528061294937524,0.0012369930225512506,0.525281568627451,0.005457000146227278,0.0007623487398886476,0.2242368627450981,0.010091969117900768,0.0013976035212793368,22,3
110,0.5326239215686275,0.008590809167535839,0.0011837133155387736,0.5133098039215686,0.005379506015176532,0.0007540380352671936,0.22665098039215692,0.011524598168150236,0.0016295334599901532,23,3
111,0.5036960784313727,0.017131956712296555,0.003163689637134383,0.4893807843137255,0.01707449250631853,0.00332014491580628,0.19773607843137256,0.03656109888543943,0.007148222676841806,24,3
112,0.5237313725490196,0.007781075782347968,0.0010669664867634107,0.5110819607843138,0.00538311425738257,0.0007570142893887468,0.183481568627451,0.01328629022847879,0.0018420958355575864,25,3
113,0.5366458823529411,0.007608229129080186,0.0010684497840383756,0.5205839215686274,0.005687557380641812,0.0008049574962499678,0.19133764705882353,0.01288273243240846,0.0017744735319678911,26,3
114,0.5258682352941176,0.007857151244721566,0.0011003100382938774,0.5222999999999999,0.005202427124097518,0.0007215964706633112,0.25699529411764704,0.011584938690378261,0.0016099922203559687,27,3
115,0.5996674509803921,0.009321964537444355,0.0015055719908668337,0.539736862745098,0.007242212102662154,0.001176732622023463,0.1571149019607843,0.010474013914161487,0.0017035218224750479,28,3
116,0.5647588235294116,0.00838474819579007,0.0013615237941162774,0.5004521568627451,0.007217717009638063,0.0011764639170496428,0.09392156862745098,0.009958082079035624,0.001625132047138651,29,3
117,0.5595478431372548,0.012477175415281852,0.0016834075345901127,0.5228145098039215,0.007850747983866884,0.0010769323303499694,0.19430549019607846,0.012311668112128067,0.0017114469172286797,3,3
118,0.6323815686274508,0.008711088983604561,0.0014045982293944346,0.5756113725490195,0.0070033717259965385,0.0011433850520639413,0.13590627450980391,0.011225028873130545,0.0018163605971738598,30,3
119,0.6259615686274508,0.009247880320741543,0.0014860251774043978,0.5676317647058823,0.007309529143619471,0.0011976969030424182,0.14304588235294113,0.01316529469440844,0.002118196859151121,31,3
120,0.5234596078431373,0.009009442831314208,0.0012878905258470737,0.49056352941176473,0.00741759321610247,0.001046109179436723,0.200761568627451,0.012243013125697512,0.0017080843796822855,32,3
121,0.5140686274509803,0.011208721099272505,0.00155315597971577,0.5309803921568628,0.009326575243196852,0.0012611557380793781,0.1772313725490196,0.013443469005447326,0.0018608699726802378,33,3
122,0.5451160784313724,0.014213281116345804,0.0019464535875532273,0.5580945098039214,0.010840311790156433,0.0014837465723349377,0.2290890196078432,0.017248049757977616,0.0023510604260157672,34,3
123,0.5514050980392156,0.0074706356953873135,0.00107142268203917,0.5709223529411764,0.00540286417840182,0.0007604144369721625,0.22196117647058827,0.015623393568784978,0.0021549139407020263,35,3
124,0.5699741176470586,0.013506531627945267,0.0018430769171398844,0.5842207843137254,0.010993226609856434,0.001525607175684026,0.18898,0.010730086830901828,0.001503385587940732,36,3
125,0.5022827450980393,0.008270475356940355,0.0011657442521249323,0.4874439215686275,0.005485820048732385,0.0007771448517307453,0.22309490196078435,0.011620768744162568,0.0015998704956892867,37,3
126,0.5370098039215685,0.02214849529666045,0.002890601205014566,0.5176109803921568,0.016231559369616844,0.0020964191562871204,0.26234941176470583,0.01683587425408225,0.0022588629815414934,38,3
127,0.500566274509804,0.009777807290857555,0.0013612593718402449,0.4807360784313726,0.008873937674885203,0.0012149742202596317,0.19845294117647064,0.012843164047270362,0.0017980477123257436,39,3
